Store,Dept,Date,Weekly_Sales,IsHoliday
18,50,2012-07-27,1965.0,False
5,95,2012-08-03,22373.25,False
23,58,2010-03-19,310.0,False
5,14,2010-11-26,11903.11,True
20,94,2010-08-20,61889.3,False
22,79,2010-08-27,16344.24,False
43,56,2012-04-13,173.2,False
45,59,2010-04-02,510.1,False
4,7,2012-03-23,36847.99,False
34,98,2010-02-26,6096.24,False
15,90,2012-10-05,5458.02,False
32,13,2012-06-08,29735.34,False
16,55,2011-05-13,3517.91,False
33,87,2010-06-25,29.88,False
7,56,2012-06-01,39572.79,False
20,19,2010-12-24,257.97,False
36,93,2012-02-24,17436.08,False
3,20,2010-12-17,1103.55,False
31,27,2011-01-28,1391.7,False
12,29,2011-04-29,5325.05,False
4,60,2010-07-30,501.6,False
34,94,2010-11-12,31211.45,False
5,35,2011-09-16,418.4,False
16,79,2012-02-24,5438.02,False
13,17,2011-12-30,20607.04,True
28,30,2011-08-19,4532.24,False
18,56,2010-09-17,2956.02,False
19,79,2012-02-17,19043.53,False
6,30,2012-08-03,4524.22,False
45,7,2010-05-21,15531.65,False
12,10,2010-09-17,15727.85,False
18,16,2012-05-18,34596.47,False
1,56,2011-07-01,1996.97,False
33,14,2010-05-21,1405.15,False
19,55,2011-03-11,14426.05,False
28,96,2010-06-18,21888.61,False
26,36,2010-12-03,1684.0,False
35,71,2012-06-08,9963.88,False
36,91,2010-09-24,11677.73,False
17,30,2012-05-18,2583.88,False
7,38,2012-05-04,30898.02,False
1,34,2010-04-23,12504.5,False
6,97,2012-01-06,20018.89,False
37,95,2010-06-25,49755.86,False
40,87,2011-06-17,20196.33,False
40,54,2012-07-27,69.6,False
21,31,2010-06-18,2342.18,False
34,79,2011-01-07,15725.7,False
44,60,2011-03-18,255.2,False
24,7,2010-07-30,27833.42,False
11,18,2010-10-29,35844.82,False
25,52,2011-09-02,1258.65,False
34,28,2011-05-06,271.07,False
1,21,2011-05-13,7135.34,False
7,38,2012-10-19,26014.56,False
11,6,2012-02-17,5780.74,False
3,82,2011-11-18,6512.43,False
34,4,2011-02-18,18316.33,False
29,81,2011-06-03,5640.49,False
45,90,2010-07-30,21246.05,False
5,14,2011-09-23,2702.02,False
2,31,2011-11-25,3363.26,True
17,14,2010-05-14,13491.93,False
22,81,2010-12-24,10451.21,False
32,31,2011-12-30,2281.64,True
35,80,2010-12-17,18.72,False
7,87,2011-01-14,12585.38,False
31,27,2010-08-13,978.77,False
35,87,2011-05-27,9180.29,False
20,26,2011-07-08,10765.29,False
7,60,2011-09-30,96.8,False
13,24,2011-07-22,8088.82,False
17,29,2011-07-15,2574.04,False
34,91,2011-12-02,31229.03,False
9,95,2010-11-05,23619.26,False
24,3,2010-04-09,8155.48,False
4,54,2010-09-10,85.0,True
12,14,2010-02-05,24359.71,False
28,81,2010-10-29,20929.79,False
30,96,2011-03-18,18971.41,False
2,41,2010-03-26,1201.53,False
20,93,2010-06-04,53018.77,False
6,40,2012-07-06,72968.74,False
5,8,2012-05-25,14233.83,False
39,12,2012-03-23,4458.78,False
4,92,2012-03-09,176296.64,False
8,32,2012-03-23,4464.95,False
1,35,2012-04-06,3737.76,False
8,36,2011-12-23,2936.11,False
30,52,2012-03-02,20.4,False
5,13,2011-05-13,11097.61,False
8,42,2012-01-20,4744.7,False
2,93,2010-07-23,56309.14,False
32,14,2010-05-14,14749.86,False
2,72,2011-09-23,59346.43,False
8,8,2011-12-09,25410.73,False
8,10,2012-08-10,21497.93,False
16,9,2012-03-23,13759.96,False
8,35,2010-08-06,1759.0,False
35,14,2012-07-06,27445.75,False
4,4,2011-02-04,56454.32,False
22,9,2010-02-12,17252.47,True
7,82,2011-10-28,7874.46,False
5,33,2011-06-03,1527.17,False
27,90,2012-01-27,80930.21,False
25,1,2012-09-14,16094.96,False
15,90,2011-11-04,5356.86,False
11,8,2012-06-22,37590.54,False
6,60,2012-04-13,351.0,False
15,80,2011-03-04,-41.02,False
11,25,2012-04-20,11410.13,False
29,8,2012-01-20,18576.07,False
2,49,2011-07-15,15181.56,False
14,71,2012-05-11,9245.47,False
25,14,2010-10-29,10426.34,False
16,44,2011-04-22,2943.93,False
10,12,2012-10-12,9051.76,False
25,97,2010-06-25,3060.81,False
10,54,2010-11-19,-84.08,False
30,25,2010-03-12,61.0,False
12,27,2012-06-22,1269.12,False
13,17,2010-07-02,16373.36,False
14,16,2012-05-18,64166.24,False
26,45,2010-04-23,34.41,False
26,8,2012-05-18,25027.74,False
29,82,2011-11-11,9136.38,False
25,16,2012-08-31,14247.7,False
39,22,2010-04-30,10691.77,False
24,46,2010-05-07,16105.65,False
34,14,2010-10-22,8831.07,False
25,24,2010-05-28,3177.89,False
27,42,2010-12-03,9905.14,False
14,29,2011-06-10,9468.78,False
30,72,2012-08-24,61.73,False
36,67,2011-01-28,599.09,False
34,4,2010-10-22,18749.78,False
44,16,2012-10-05,843.94,False
6,25,2010-04-30,19083.75,False
24,23,2010-10-29,28588.84,False
14,82,2011-01-07,21325.01,False
40,52,2011-10-21,895.31,False
40,41,2011-07-08,250.5,False
37,27,2011-07-01,9.94,False
39,56,2012-01-20,1810.58,False
18,12,2012-08-10,2996.3,False
5,13,2012-02-03,12018.5,False
37,46,2011-11-18,8760.42,False
23,95,2010-05-21,57457.07,False
27,23,2012-03-23,34120.43,False
8,92,2010-09-17,62381.9,False
39,44,2010-02-26,3331.53,False
13,18,2011-09-23,14590.99,False
13,79,2011-05-20,48787.77,False
3,85,2010-09-03,918.23,False
16,1,2010-12-10,15720.73,False
1,91,2012-08-10,73659.91,False
19,17,2012-07-13,12225.76,False
32,22,2011-12-09,10076.18,False
3,36,2010-07-16,914.0,False
7,40,2010-02-26,37003.74,False
22,56,2012-04-13,10188.36,False
22,52,2011-03-11,1154.82,False
45,92,2011-03-04,48825.76,False
27,4,2010-07-16,48883.29,False
5,18,2011-12-09,12050.15,False
27,80,2010-11-05,26305.27,False
35,90,2010-07-30,16125.13,False
20,1,2011-07-08,28313.18,False
6,92,2010-08-27,84953.2,False
26,93,2011-07-22,25161.66,False
24,27,2012-07-20,1578.41,False
32,37,2011-11-04,3348.56,False
5,24,2012-07-06,1323.79,False
7,20,2011-11-18,3495.88,False
16,34,2010-06-18,5036.05,False
2,97,2010-07-30,37047.47,False
15,6,2010-02-26,4009.95,False
37,97,2012-01-20,14634.93,False
5,20,2010-09-03,1079.16,False
10,36,2010-04-30,4168.5,False
39,97,2010-04-16,21453.57,False
5,17,2012-07-20,1904.26,False
3,24,2012-04-20,1497.43,False
31,13,2011-02-11,43520.96,True
29,42,2011-03-11,3277.5,False
14,81,2012-06-22,31544.26,False
36,90,2011-05-13,35740.06,False
9,30,2010-02-26,1938.0,False
16,16,2012-03-16,3800.36,False
39,74,2011-10-14,20179.42,False
43,14,2010-11-26,5409.11,True
38,59,2011-10-21,9.97,False
6,13,2010-06-11,43292.71,False
11,8,2012-02-10,37754.56,True
33,67,2010-08-13,452.45,False
29,12,2011-10-07,2152.09,False
40,48,2010-05-07,912.0,False
7,67,2011-05-20,3668.19,False
4,95,2012-08-03,167250.67,False
43,42,2012-03-30,233.29,False
35,33,2011-09-23,9261.75,False
13,71,2010-02-05,16990.6,False
12,67,2011-12-02,5383.61,False
43,18,2011-09-09,8.68,True
25,98,2011-11-18,1490.62,False
45,32,2012-03-09,4029.82,False
16,12,2011-10-07,5046.59,False
29,82,2011-12-09,12238.69,False
15,72,2011-01-28,37470.49,False
41,83,2011-08-12,3809.75,False
37,91,2012-06-15,31062.79,False
14,92,2012-10-12,156174.21,False
14,13,2011-04-29,52992.59,False
13,40,2011-08-12,74115.14,False
45,30,2012-05-11,2922.02,False
5,46,2011-10-21,4318.51,False
25,4,2011-07-01,22509.52,False
21,31,2012-02-17,3683.2,False
25,58,2012-05-04,420.0,False
20,33,2012-08-24,18703.14,False
40,85,2011-08-19,2071.43,False
28,49,2012-04-27,14635.23,False
27,1,2010-05-21,20625.1,False
28,23,2011-01-28,23486.05,False
2,10,2011-10-07,39906.42,False
25,12,2010-04-09,3267.05,False
41,96,2012-08-31,3946.57,False
20,30,2010-03-12,7863.0,False
24,59,2011-08-26,183.7,False
11,99,2012-03-09,10.0,False
11,71,2012-07-20,12317.12,False
17,30,2010-03-05,1862.26,False
1,87,2010-04-16,31171.25,False
25,48,2010-12-17,16.96,False
40,42,2012-09-14,4904.76,False
29,90,2010-04-23,10173.64,False
5,28,2011-05-27,183.28,False
39,93,2012-06-22,42526.66,False
34,82,2011-12-02,19752.53,False
35,97,2011-02-11,3550.04,True
9,14,2010-10-22,5342.97,False
15,54,2011-08-12,-6.68,False
15,60,2010-12-17,1073.6,False
34,74,2011-03-11,8159.67,False
20,46,2012-03-02,35769.93,False
40,5,2012-05-04,12882.49,False
25,90,2012-06-15,11863.55,False
4,72,2012-06-15,101323.42,False
21,80,2012-01-27,65.99,False
14,20,2010-10-29,8961.71,False
43,90,2011-07-29,60798.26,False
13,87,2012-01-06,17204.1,False
21,4,2011-07-29,19543.31,False
30,85,2012-01-27,26.26,False
17,38,2011-10-14,84968.04,False
28,56,2012-04-13,1956.6,False
33,11,2011-12-02,168.98,False
15,41,2012-10-26,1970.46,False
25,49,2011-03-18,12816.03,False
42,13,2011-10-28,14599.93,False
23,58,2010-07-09,1550.0,False
15,67,2012-03-30,4898.28,False
24,74,2010-10-29,12670.52,False
5,24,2010-09-17,1035.68,False
1,98,2012-06-01,11368.62,False
18,31,2012-02-10,2052.65,True
41,72,2012-09-14,53979.95,False
12,46,2011-05-06,37442.24,False
32,6,2012-08-03,4159.57,False
25,27,2012-07-13,664.84,False
37,13,2011-02-18,16100.94,False
32,33,2010-04-23,3438.75,False
39,54,2012-10-19,5.88,False
28,79,2010-10-01,35059.91,False
26,31,2012-09-28,1400.2,False
31,1,2011-09-09,15030.9,True
36,59,2011-06-17,4.94,False
21,60,2011-12-02,176.0,False
42,32,2011-06-24,10.0,False
35,24,2010-11-05,10106.52,False
20,5,2010-10-29,28168.86,False
21,51,2010-06-04,-11.73,False
9,82,2011-07-29,8798.31,False
30,16,2010-06-18,2458.88,False
36,93,2012-09-21,15313.9,False
35,29,2010-07-23,11486.47,False
1,71,2011-05-13,2178.5,False
40,91,2011-12-23,45845.32,False
2,93,2011-11-11,80934.29,False
17,98,2012-07-27,187.3,False
34,46,2011-05-27,19561.4,False
19,95,2010-03-05,100898.06,False
44,11,2010-10-22,617.0,False
36,46,2011-07-08,2122.45,False
35,41,2010-09-10,2857.96,True
14,71,2010-12-24,15723.82,False
8,12,2010-08-06,8722.68,False
40,46,2010-12-24,25035.75,False
16,92,2012-05-04,19857.15,False
12,35,2011-12-16,3544.14,False
37,85,2010-12-10,139.26,False
1,98,2012-07-20,11847.91,False
35,33,2010-04-02,15547.54,False
23,42,2012-06-22,11882.98,False
2,38,2011-06-03,80662.09,False
42,12,2011-12-30,95.47,True
3,71,2011-10-14,901.36,False
3,95,2010-12-17,12573.84,False
41,1,2011-04-01,22674.33,False
3,91,2011-03-25,177.1,False
38,90,2010-04-02,32131.6,False
4,72,2012-08-24,93412.45,False
6,30,2012-09-14,3600.5,False
37,87,2011-05-27,1318.58,False
33,16,2012-08-03,227.38,False
13,71,2010-12-31,10003.88,True
4,19,2011-04-15,3379.72,False
19,82,2011-02-18,22913.19,False
19,20,2011-01-14,5567.89,False
35,27,2011-11-04,1677.71,False
39,21,2010-11-26,10464.55,True
17,82,2011-03-04,16859.12,False
21,8,2010-03-19,18526.46,False
44,40,2012-04-27,16691.92,False
35,30,2012-04-06,5737.92,False
11,71,2012-04-27,7991.83,False
13,83,2012-07-27,4352.08,False
35,2,2011-10-21,39234.48,False
28,85,2010-09-10,1870.83,True
1,44,2012-10-19,6357.29,False
27,47,2010-12-10,-24.0,False
4,91,2011-05-20,68533.58,False
25,38,2010-07-23,48408.53,False
23,11,2011-08-26,41784.87,False
14,91,2010-06-18,98235.28,False
36,80,2010-09-17,25708.46,False
5,6,2010-10-22,703.95,False
8,34,2012-02-17,8096.56,False
45,60,2011-01-07,149.6,False
8,22,2012-03-02,9812.77,False
23,23,2012-02-24,42934.16,False
17,92,2010-06-25,45090.08,False
18,98,2011-04-01,1.02,False
7,93,2010-05-14,360.38,False
41,82,2012-05-11,19598.39,False
12,58,2012-06-08,1670.0,False
12,79,2011-12-02,38393.11,False
9,30,2010-10-29,1100.96,False
5,5,2011-12-02,7602.93,False
32,92,2012-08-31,97784.62,False
11,31,2012-06-15,2047.82,False
27,33,2012-07-20,10047.53,False
2,56,2010-05-28,8797.01,False
16,9,2012-08-10,34137.72,False
24,81,2010-09-10,27617.38,True
33,60,2011-06-03,140.8,False
18,14,2012-06-15,17255.02,False
36,14,2010-09-24,2556.91,False
32,56,2010-04-09,5377.6,False
12,93,2012-01-20,875.72,False
32,42,2011-09-09,6793.5,True
14,58,2012-08-24,15855.0,False
28,10,2012-07-20,23631.91,False
2,5,2011-08-26,19545.59,False
44,12,2011-04-15,67.29,False
21,1,2012-08-10,9171.17,False
1,11,2011-02-25,19421.42,False
24,33,2011-07-01,7055.73,False
41,22,2011-03-04,9153.1,False
27,18,2012-10-05,16854.88,False
41,24,2011-12-02,6029.09,False
10,28,2012-02-17,1819.84,False
11,4,2011-10-21,28985.67,False
26,74,2011-10-07,8854.26,False
35,14,2012-06-29,25203.34,False
19,28,2010-11-05,1631.88,False
23,49,2012-02-24,24967.79,False
19,97,2011-10-07,22293.63,False
24,13,2011-09-09,36903.67,True
23,22,2010-06-18,21284.03,False
16,6,2010-03-12,4067.2,False
5,10,2010-11-12,8448.13,False
26,14,2012-08-31,10694.52,False
42,90,2010-06-18,49043.39,False
8,85,2011-12-23,6232.03,False
40,52,2010-02-12,1046.13,True
29,83,2012-08-10,1019.66,False
26,54,2011-10-28,19.74,False
45,26,2010-04-16,7499.89,False
35,81,2012-04-27,5719.52,False
41,21,2010-04-16,4432.75,False
19,6,2012-03-16,3432.86,False
1,87,2011-06-24,45183.0,False
34,56,2012-09-14,1175.42,False
27,1,2010-02-26,17493.55,False
29,81,2012-04-13,4544.65,False
16,94,2010-10-22,1280.4,False
39,26,2012-01-20,7016.27,False
10,71,2012-06-01,14701.68,False
15,50,2012-01-20,2870.0,False
23,32,2012-02-10,10898.85,True
17,83,2011-03-04,493.46,False
24,54,2010-09-17,47.0,False
38,46,2011-02-04,5153.01,False
9,41,2012-02-24,659.5,False
30,46,2011-12-23,5365.64,False
8,91,2010-09-03,32243.94,False
29,13,2011-07-29,17306.28,False
43,23,2011-04-01,17.31,False
29,27,2012-01-13,1448.51,False
34,42,2011-07-22,3497.89,False
18,92,2012-06-29,63485.09,False
17,19,2011-02-18,4271.55,False
34,32,2011-08-26,3691.5,False
3,74,2010-10-29,3124.09,False
25,35,2011-11-18,2151.94,False
13,12,2011-10-21,9945.15,False
29,25,2012-06-29,6080.14,False
9,12,2011-12-30,4154.53,True
9,87,2012-09-07,19038.25,True
19,95,2012-09-21,91865.46,False
7,25,2010-12-10,6430.8,False
32,98,2010-02-19,7996.16,False
32,79,2010-02-19,18051.74,False
30,93,2011-02-18,21682.34,False
35,18,2012-06-22,1.77,False
21,40,2010-11-19,39551.44,False
44,80,2012-06-08,5907.83,False
42,83,2012-10-19,3458.27,False
19,8,2010-11-12,42275.39,False
2,19,2011-03-11,4336.65,False
17,26,2011-04-15,6570.24,False
12,42,2012-05-25,7464.73,False
19,97,2010-10-15,19420.42,False
39,74,2010-04-30,17538.22,False
27,12,2011-09-09,3809.32,True
37,16,2012-09-07,2467.72,True
24,25,2011-03-04,8255.6,False
33,91,2012-10-12,12605.64,False
32,85,2012-08-17,1376.38,False
8,67,2011-04-01,3615.49,False
39,25,2010-08-20,6191.94,False
43,13,2012-03-02,18894.67,False
5,85,2010-07-23,1145.91,False
11,93,2011-03-04,31100.45,False
41,56,2010-05-28,37949.91,False
11,29,2012-05-04,9535.64,False
2,14,2011-08-05,19150.57,False
16,11,2012-03-23,8657.35,False
32,82,2012-08-31,18704.99,False
26,29,2012-04-27,2219.19,False
2,35,2011-04-29,4780.88,False
5,29,2012-10-19,988.28,False
15,93,2010-02-19,465.05,False
6,41,2010-10-22,4342.5,False
4,91,2011-10-14,69990.75,False
25,58,2010-10-01,170.0,False
45,52,2012-06-15,1291.75,False
10,3,2011-07-29,83489.02,False
38,96,2011-04-01,11125.13,False
41,91,2010-05-28,48439.49,False
33,4,2010-03-19,6199.36,False
16,81,2010-04-16,2325.79,False
28,4,2012-08-17,24717.19,False
25,7,2011-07-08,21940.05,False
20,25,2012-08-31,20503.47,False
26,59,2011-02-11,269.12,True
11,33,2011-07-01,7199.07,False
32,11,2011-05-06,12089.7,False
6,67,2012-03-09,9493.06,False
31,3,2010-03-05,8910.27,False
30,90,2012-04-13,34488.31,False
7,60,2010-08-20,123.2,False
6,18,2011-02-11,12006.91,True
12,33,2011-06-03,8310.03,False
39,41,2011-09-23,2530.5,False
38,59,2011-09-23,66.7,False
10,40,2011-03-18,104969.28,False
8,71,2012-03-30,1363.87,False
24,71,2012-10-12,4522.52,False
14,12,2010-09-03,7225.13,False
19,81,2011-05-13,21588.47,False
15,31,2012-08-24,2778.57,False
37,42,2012-02-24,137.73,False
12,16,2010-04-02,12759.85,False
19,7,2010-09-10,22628.03,True
2,25,2010-09-24,12821.48,False
7,17,2011-10-07,6874.43,False
34,37,2011-11-18,2365.06,False
38,52,2010-08-06,33.54,False
4,87,2010-09-03,14727.7,False
41,35,2012-03-09,2426.87,False
15,35,2012-02-03,1750.58,False
23,91,2010-05-14,7360.76,False
18,79,2011-04-15,20161.34,False
41,1,2010-03-05,15154.51,False
10,54,2010-10-01,207.0,False
2,27,2010-12-24,7060.44,False
9,74,2010-11-19,5885.9,False
26,28,2011-11-25,424.31,True
8,38,2010-11-26,45283.83,True
15,19,2010-12-17,1330.79,False
31,13,2012-07-06,43832.39,False
44,1,2011-06-17,7580.63,False
16,5,2011-02-25,13866.25,False
13,20,2010-03-05,11491.88,False
13,14,2010-07-16,19442.5,False
39,14,2010-10-29,15087.49,False
40,10,2010-04-02,15402.46,False
6,20,2011-05-27,10578.42,False
29,31,2011-08-19,3370.98,False
41,24,2012-03-16,3950.47,False
31,17,2010-07-09,6919.0,False
7,33,2011-02-18,2199.7,False
9,32,2012-03-16,3074.78,False
17,26,2011-11-25,9687.44,True
3,17,2011-04-01,2130.85,False
4,2,2012-06-15,99532.65,False
31,59,2012-02-24,204.68,False
29,25,2010-06-04,8039.0,False
39,4,2011-12-09,48812.14,False
25,13,2011-09-09,27611.09,True
43,11,2010-11-05,504.37,False
31,20,2012-09-28,5842.76,False
40,21,2010-04-02,7286.61,False
37,5,2011-10-28,998.28,False
15,22,2011-01-07,5952.42,False
21,38,2012-07-06,25599.01,False
30,80,2012-06-15,7401.11,False
41,46,2010-12-24,52205.51,False
17,60,2011-07-22,396.0,False
14,4,2011-06-03,53953.26,False
32,72,2011-11-18,47129.46,False
15,50,2011-01-07,1305.0,False
21,36,2010-08-13,1064.5,False
31,96,2011-01-28,28463.35,False
12,22,2010-07-02,8558.97,False
12,97,2010-06-25,2432.55,False
14,90,2011-03-25,107672.31,False
1,29,2012-06-22,3229.2,False
7,28,2010-03-26,238.54,False
18,20,2012-10-19,7012.23,False
39,42,2011-06-24,3228.54,False
31,85,2010-07-16,1423.39,False
17,94,2010-04-23,-3.0,False
25,1,2012-03-30,34180.68,False
19,2,2012-03-16,48698.99,False
20,60,2012-06-08,783.0,False
22,35,2012-05-18,7566.47,False
43,87,2012-10-05,120.32,False
21,4,2011-01-28,19629.45,False
16,55,2011-02-04,7325.12,False
28,98,2011-04-15,9982.04,False
16,72,2010-12-24,91830.52,False
1,82,2010-04-16,16566.09,False
28,27,2011-10-14,1097.9,False
36,82,2010-11-19,4519.24,False
11,20,2010-10-22,8072.93,False
26,29,2010-12-10,4999.5,False
12,13,2010-06-04,50603.51,False
36,96,2010-03-19,13147.45,False
3,9,2012-06-29,9436.57,False
24,82,2011-05-06,15408.9,False
27,17,2011-07-01,17675.3,False
7,27,2010-02-26,224.0,False
32,17,2010-06-04,9250.44,False
39,97,2011-02-11,21006.04,True
28,41,2011-09-09,2081.0,True
26,96,2012-05-04,15769.38,False
35,22,2012-03-30,16056.12,False
5,26,2012-06-29,1471.97,False
31,95,2011-07-01,114945.04,False
41,59,2011-12-23,3135.11,False
13,74,2010-08-20,36785.28,False
45,98,2012-01-06,698.76,False
26,23,2012-01-13,6645.77,False
21,29,2011-05-06,4813.53,False
18,30,2012-01-13,3118.8,False
21,33,2012-08-17,13421.29,False
21,38,2011-08-26,42324.69,False
10,81,2012-03-09,10972.76,False
45,27,2012-10-12,1292.88,False
27,24,2010-08-06,10902.38,False
31,74,2011-04-08,14649.81,False
15,17,2012-08-10,10894.59,False
39,19,2010-11-19,10.0,False
16,87,2012-09-28,12276.28,False
22,13,2012-09-21,38134.09,False
26,25,2012-01-27,3574.89,False
12,10,2012-10-19,17105.12,False
34,17,2011-11-25,10627.07,True
21,42,2010-11-26,5085.13,True
41,21,2011-05-13,4664.84,False
37,12,2011-03-18,100.16,False
44,9,2011-11-11,66.64,False
22,74,2011-04-22,18950.92,False
3,31,2012-03-16,669.47,False
3,11,2011-07-08,12977.61,False
9,24,2010-09-10,1542.13,True
29,94,2011-10-14,85.36,False
3,20,2012-04-06,2078.76,False
10,34,2011-01-07,37081.23,False
36,16,2012-03-23,526.5,False
5,71,2012-07-06,677.24,False
32,11,2012-10-05,15437.34,False
30,14,2010-04-30,903.99,False
2,85,2011-07-08,4360.15,False
4,46,2012-08-03,40539.75,False
12,16,2012-05-18,10913.3,False
12,97,2010-04-23,2406.41,False
26,52,2011-07-29,1424.23,False
6,36,2010-05-28,8768.0,False
28,26,2011-05-20,9816.6,False
13,98,2011-06-17,15465.07,False
21,1,2012-09-21,12183.92,False
12,35,2012-07-20,2043.68,False
3,29,2010-12-31,2505.35,True
26,41,2012-03-02,801.0,False
17,14,2012-04-13,14373.18,False
42,14,2011-10-14,1404.05,False
4,58,2011-03-04,8130.0,False
38,85,2011-10-07,72.62,False
8,98,2011-06-24,6524.51,False
20,13,2012-03-30,58818.47,False
35,74,2010-10-15,21335.62,False
30,9,2010-06-11,84.36,False
12,56,2011-12-30,10.6,True
13,56,2011-09-02,2364.57,False
9,5,2012-02-10,24255.74,True
43,38,2012-07-13,56801.3,False
24,52,2010-05-21,1750.76,False
16,51,2010-06-18,35.3,False
14,32,2010-04-23,13244.29,False
20,17,2012-05-11,16809.01,False
22,13,2012-01-13,35316.91,False
21,67,2010-04-16,4013.38,False
17,49,2012-03-30,50.49,False
19,94,2012-07-06,46753.0,False
10,87,2012-06-08,32190.23,False
37,28,2011-06-17,160.21,False
17,12,2011-08-05,9237.63,False
37,5,2010-04-23,2276.45,False
21,34,2012-08-31,20334.01,False
17,6,2010-06-04,7464.59,False
41,92,2011-11-04,134320.84,False
28,33,2010-08-13,11788.02,False
42,60,2010-08-06,448.8,False
35,92,2011-11-18,29278.27,False
33,9,2011-06-10,95.36,False
14,5,2012-03-16,26446.75,False
1,74,2012-07-27,12291.51,False
28,41,2012-08-03,661.66,False
2,74,2012-08-03,20078.26,False
25,25,2011-11-11,6469.23,False
31,2,2011-09-30,57310.51,False
9,9,2012-01-13,6629.27,False
40,36,2012-09-07,272.36,True
41,74,2012-06-01,17600.03,False
18,80,2012-06-08,676.5,False
11,42,2012-10-12,6135.13,False
30,49,2011-12-23,14.85,False
45,18,2011-02-18,3610.85,False
3,21,2011-07-29,1221.8,False
16,2,2011-01-28,23306.39,False
6,97,2012-10-26,19156.68,False
15,95,2012-06-01,29325.58,False
34,91,2011-09-16,34970.9,False
5,32,2011-12-30,5387.52,True
19,20,2010-04-23,7595.98,False
14,83,2011-08-26,9370.95,False
23,31,2012-01-13,3075.16,False
40,24,2012-04-13,2497.61,False
11,33,2012-08-17,12587.43,False
20,72,2011-12-02,107583.74,False
28,35,2012-05-25,3707.0,False
17,82,2011-01-07,18386.97,False
28,30,2011-10-28,2938.28,False
7,80,2012-02-17,619.36,False
31,42,2010-10-01,5406.67,False
31,18,2011-12-30,13403.13,True
28,49,2012-10-12,12051.61,False
9,1,2011-11-18,10466.01,False
25,24,2012-06-15,2913.31,False
41,14,2012-09-07,18888.83,True
26,80,2010-07-30,20834.23,False
40,95,2010-05-21,64017.56,False
37,1,2010-09-17,10413.89,False
30,26,2011-06-17,8.5,False
32,31,2012-02-10,1207.91,True
31,12,2010-02-26,2919.0,False
15,33,2010-07-09,3400.75,False
31,91,2012-02-17,73956.81,False
11,96,2010-06-11,21573.47,False
36,8,2012-08-10,3006.1,False
34,23,2011-08-19,13554.39,False
16,11,2011-02-18,10171.05,False
18,23,2011-09-16,28041.36,False
8,60,2012-03-02,153.0,False
11,60,2012-09-21,144.0,False
7,23,2010-09-17,10609.11,False
3,40,2012-04-20,20118.15,False
39,74,2011-12-02,19249.08,False
29,58,2010-05-07,310.0,False
45,67,2012-03-02,4980.81,False
44,87,2012-03-16,284.68,False
24,25,2012-08-17,13595.14,False
35,18,2012-03-09,1211.46,False
17,42,2012-09-28,5460.94,False
20,20,2010-02-19,6997.76,False
38,46,2011-06-10,5402.1,False
42,46,2011-04-29,5620.92,False
12,72,2010-11-05,40711.22,False
17,33,2012-10-05,4658.96,False
19,60,2012-01-20,519.2,False
33,1,2012-03-02,2956.09,False
21,30,2011-05-06,4891.44,False
10,90,2010-06-18,13497.81,False
25,90,2010-12-10,14370.44,False
12,2,2012-01-06,74202.63,False
12,98,2011-05-20,990.47,False
7,97,2012-03-23,6893.16,False
34,48,2010-02-05,1041.0,False
14,1,2010-03-26,52458.18,False
29,18,2011-08-26,24.98,False
36,26,2011-01-07,100.25,False
21,52,2010-07-30,2352.46,False
41,96,2012-07-13,3871.71,False
40,54,2010-10-29,108.0,False
11,25,2010-06-04,12842.5,False
31,92,2011-04-15,126458.88,False
24,96,2011-01-07,7728.54,False
22,41,2010-06-25,3213.16,False
11,55,2011-12-16,23139.89,False
26,40,2012-05-25,38266.9,False
5,79,2012-04-13,5006.31,False
13,42,2012-01-13,6554.45,False
38,4,2011-08-05,11050.44,False
30,16,2011-05-06,1700.62,False
30,4,2011-04-22,13056.84,False
26,29,2010-08-13,3165.51,False
18,71,2011-06-03,5472.22,False
16,40,2012-08-24,30934.73,False
10,23,2010-11-19,77539.34,False
32,27,2012-01-20,1334.52,False
10,28,2012-08-24,796.39,False
15,23,2010-12-24,68364.99,False
27,24,2010-02-26,7732.01,False
19,26,2010-06-04,8205.23,False
11,9,2011-11-11,13155.61,False
9,13,2011-02-11,22143.81,True
7,87,2011-12-23,17389.28,False
32,87,2012-08-03,8475.65,False
39,54,2011-08-26,86.92,False
27,28,2012-01-27,742.27,False
24,26,2012-09-28,8152.58,False
22,24,2010-10-01,6557.83,False
24,80,2012-09-28,26598.61,False
2,67,2011-09-30,9433.92,False
43,83,2010-02-19,8978.77,False
44,17,2011-06-17,151.71,False
41,77,2011-12-23,198.0,False
1,40,2011-06-17,53286.19,False
34,35,2011-06-10,2646.0,False
5,49,2012-08-31,32.97,False
5,67,2011-12-30,3372.62,True
7,96,2012-06-15,1412.88,False
34,17,2010-10-01,5499.58,False
17,96,2012-05-04,790.2,False
34,37,2011-04-29,1335.43,False
2,95,2012-08-17,151758.6,False
45,26,2012-09-21,8940.27,False
12,29,2010-08-13,6182.03,False
43,94,2011-04-01,52457.62,False
24,8,2012-01-13,43491.7,False
14,8,2012-01-06,51131.88,False
24,32,2010-07-16,7735.88,False
19,81,2010-07-23,21998.21,False
6,29,2011-11-25,8643.14,True
32,87,2011-07-15,7274.0,False
4,94,2011-06-10,63651.91,False
7,90,2010-06-25,6109.82,False
21,58,2011-09-30,685.0,False
32,26,2010-07-16,3907.93,False
